County,cluster_number,cluster_type,respondent_sex,respondent_age,education_completed_raw,education_completed_other,female_hh_highest_education,emergency_access_area_type,income_source_farming,income_source_employment,income_source_casual_work,income_source_self_employment,income_source_social_transfer,income_source_rental_income,income_source_investments,income_source_pension_annuity,income_source_family_support,monthly_income_ksh,trusted_financial_provider,insurance_doc_barrier_no_insurance,insurance_doc_barrier_not_in_own_name,loan_barrier_low_income_to_repay,loan_barrier_inadequate_documentation,savings_barrier_distrust_institutions,bank_barrier_distrust_banks,sacco_barrier_lack_of_trust,mobile_money_barrier_untrustworthy_agents,formal_account_barrier_distrust,cost_to_nearest_bank,walk_time_to_nearest_bank,cost_to_nearest_mobile_money_agent,walk_time_to_nearest_mobile_money_agent,cost_to_nearest_bank_agent,walk_time_to_nearest_bank_agent,education,education_femHH,education_anyHH,bank_usage,insurance_usage,mobile_bank_usage,mobile_money_usage,incomegp,mobile_money_access,mobile_money_active,incomegpnew,incomegp_new,financially_included
Turkana,10223006,Rural,Female,27,"""None """,,,No,Yes,No,No,No,No,No,No,No,No,6000,A bank,,,,,,No,No,No,No,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,No Female HH head,,Never had,Never had,Never had,Never had,KSh 3001 - 7500,No,No,"KSh 5,001 - 10,000",KSh 3001 - 7500,0
Baringo,10130077,Rural,Male,85,"""Some primary """,,"""None""",No,Yes,No,No,No,Yes,No,No,Yes,Yes,10000,A bank,,,,,,,No,,No,Between KSh 201- 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Primary,,Primary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Kitui,10215058,Rural,Female,30,"""Primary completed""",,,No,No,No,No,Yes,No,No,No,No,Yes,5000,A bank,,,,,,No,No,,,Between KSh 101- 200,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Nyamira,10246162,Urban,Female,29,"""Some secondary""",,,No,Yes,No,Yes,No,No,No,No,No,Yes,8000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,No,No,Close enough to walk  No need to spend,Under 10 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,No Female HH head,Secondary,Currently have,Never had,Never had,Never had,KSh 7501-15000,Yes,No,"KSh 5,001 - 10,000",KSh 7501-15000,1
Embu,10114089,Rural,Male,45,"""Some primary """,,,No,Yes,No,Yes,No,No,No,No,No,No,3000,A group / chama,,,,,,No,No,No,,More than KSh 500,More than 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Samburu,10225094,Rural,Female,26,"""Secondary completed """,,"""None""",No,Yes,No,Yes,No,No,No,No,No,No,7500,Mobile money provider e.g Safaricom fuliza,,,Yes,,,No,No,,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,,Secondary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Bomet,10236050,Rural,Male,46,"""Some primary """,,"""None""",No,No,No,Yes,No,No,No,No,No,No,3000,Mobile banking provider,,,,,,No,No,,,Between KSh 201- 500,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Uasin Gishu,10227070,Rural,Male,47,"""None """,,Some primary,No,No,No,No,No,No,No,No,No,Yes,2000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Between KSh 201- 500,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,,Primary,,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Trans Nzoia,10226026,Rural,Male,43,"""Primary completed""",,"""None""",No,Yes,No,Yes,No,No,No,No,No,No,5000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,,Between KSh 101- 200,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,,Primary,Currently have,Never had,Currently have,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Turkana,10223026,Rural,Female,40,"""Primary completed""",,,No,No,No,No,Yes,No,No,No,No,No,20000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,,Between KSh 201- 500,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 10,001-20,000",KSh 15001 - 30000,1
Laikipia,10131077,Rural,Female,22,"""Some secondary""",,"""None""",No,No,No,No,Yes,No,No,No,No,No,15000,A bank,,,,,,,No,No,,Between KSh 201- 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Secondary,,Secondary,Currently have,Used to have,Currently have,Used to have,KSh 7501-15000,Yes,No,"KSh 10,001-20,000",KSh 7501-15000,1
Kericho,10235034,Rural,Male,28,"""Primary completed""",,Some primary,No,Yes,No,No,No,No,No,No,No,No,4000,A Sacco,,,,,,No,,,,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Primary,Primary,Primary,Currently have,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Isiolo,10111165,Urban,Male,47,"""Some secondary""",,,No,No,No,No,Yes,No,No,No,No,Yes,10000,A bank,,,,,,,No,,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Secondary,No Female HH head,Secondary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Kisii,10245210,Urban,Male,21,"""Secondary completed """,,Secondary completed,No,No,No,No,No,No,No,No,No,Yes,500,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,No,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,Secondary,Secondary,Never had,Never had,Never had,Never had,KSh 101 - 1500,Yes,No,"KSh 1 - 1,000",< KSh 3000,0
Kisumu,10242154,Urban,Male,25,"""Some secondary""",,Some primary,No,No,No,Yes,No,No,No,No,No,No,10000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Less than KSh 50,About 10 to 30 minutes,Secondary,Primary,Secondary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Elgeyo-Marakwet,10128077,Rural,Male,56,"""Some primary """,,Some primary,No,Yes,No,No,No,No,No,No,No,No,1500,A bank,,,,,,No,No,,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Taita-Taveta,10206170,Urban,Male,54,"""Secondary completed """,,Primary completed,Yes,No,Yes,No,No,No,No,No,No,No,15000,A bank,,,,,,,No,,No,Less than KSh 50,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,Primary,Secondary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Elgeyo-Marakwet,10228034,Rural,Male,30,"""Some primary """,,,No,No,No,Yes,No,No,No,No,No,No,4000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,No Female HH head,Primary,Never had,Used to have,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Vihiga,10238078,Rural,Female,59,"""Some primary """,,,No,No,No,Yes,No,No,No,No,No,No,2500,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Less than KSh 50,About 1 to 3 hours,,,Less than KSh 50,About 10 to 30 minutes,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Nyamira,10246006,Rural,Male,49,"""Some primary """,,No female household head/spouse,No,No,Yes,Yes,No,No,No,No,No,No,5000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Between KSh 101- 200,More than 3 hours,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Isiolo,10211194,Urban,Female,23,"""Secondary completed """,,Some university,No,No,No,Yes,No,No,No,No,No,Yes,4000,A bank,,,,,,No,No,No,Yes,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Between KSh 51 - 100,About 10 to 30 minutes,Secondary,Tertiary,Secondary,Used to have,Never had,Used to have,Used to have,KSh 3001 - 7500,Yes,No,"KSh 3,001 - 5,000",KSh 3001 - 7500,0
Marsabit,10210146,Urban,Male,19,Some technical training after secondary school,,"""None""",Yes,No,No,No,No,No,No,No,No,Yes,40000,A bank,,,,,No,No,No,,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Tertiary,,Tertiary,Currently have,Never had,Never had,Currently have,KSh 30001 - 70000,Yes,Yes,"KSh 20,001 - 50,000",KSh 30001 - 70000,1
Tana River,10204114,Rural,Female,22,"""Secondary completed """,,"""None""",No,No,No,No,No,No,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""",A bank,,,,,No,No,No,No,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,Secondary,,Secondary,Never had,Never had,Never had,Never had,Don't Know,Yes,No,Don't Know,Others,0
Taita-Taveta,10206186,Urban,Male,50,"""Some secondary""",,"""University completed""",No,Yes,Yes,No,No,No,No,No,No,No,4000,"""None of these(DO NOT READ OUT)""",,,,,,No,No,,No,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Secondary,Tertiary,Secondary,Used to have,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Kisumu,10242166,Urban,Male,30,"""Secondary completed """,,,Yes,No,No,No,Yes,No,No,No,No,No,30000,A bank,,,No,,,,,,Yes,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,No Female HH head,Secondary,Currently have,Currently have,Currently have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 20,001 - 50,000",KSh 15001 - 30000,1
Elgeyo-Marakwet,10228146,Urban,Male,36,"""Some primary """,,"""None""",No,No,No,No,Yes,No,No,No,No,No,8000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,Yes,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,,Primary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Makueni,10117073,Rural,Female,24,"""Some primary """,,,No,No,No,Yes,No,No,No,No,No,No,6000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Between KSh 51- 100,About 10 to 30 minutes,,,Between KSh 51 - 100,About 10 to 30 minutes,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Murang'a,10221006,Rural,Female,18,"""Primary completed""",,Primary completed,No,No,No,Yes,No,No,No,No,No,Yes,4000,A group / chama,,,,,,No,Yes,,,Between KSh 101- 200,About 1 to 3 hours,,,Between KSh 101 - 200,About 1 to 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Machakos,10116105,Rural,Male,26,"""University completed """,,Some primary,Yes,No,No,Yes,No,No,No,No,No,No,5500,A Sacco,,,,,No,,No,,No,Between KSh 101- 200,Between 30 minutes to 1 hour,,,Between KSh 201 - 500,About 10 to 30 minutes,Tertiary,Primary,Tertiary,Currently have,Never had,Used to have,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Meru,10212106,Rural,Female,67,"""None """,,,No,Yes,No,No,No,No,No,No,No,No,2000,A group / chama,,,,,,No,No,No,,Between KSh 201- 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,,No Female HH head,,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Baringo,10230022,Rural,Male,31,"""Primary completed""",,Primary completed,No,Yes,No,No,No,No,No,No,No,No,1500,"""None of these(DO NOT READ OUT)""",,,,,,No,No,,Yes,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Lamu,10105153,Urban,Male,19,"""Secondary completed """,,Primary completed,No,No,No,No,No,No,No,No,No,Yes,500,A bank,,,,,No,No,No,No,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Secondary,Primary,Secondary,Never had,Never had,Never had,Never had,KSh 101 - 1500,Yes,No,"KSh 1 - 1,000",< KSh 3000,0
Elgeyo-Marakwet,10228122,Rural,Female,53,"""Some primary """,,,No,Yes,No,No,No,No,No,No,No,No,3000,A group / chama,,,,,No,No,No,No,No,Between KSh 201- 500,About 1 to 3 hours,,,Between KSh 201 - 500,About 1 to 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Tana River,10104185,Urban,Female,36,"""Some secondary""",,Primary completed,No,No,No,Yes,No,No,No,No,No,No,10000,Mobile money provider e.g Safaricom fuliza,,,,,,,Yes,,No,Between KSh 51- 100,About 10 to 30 minutes,,,Between KSh 51 - 100,About 10 to 30 minutes,Secondary,Primary,Secondary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Meru,10112137,Rural,Female,51,"""Some primary """,,,No,Yes,No,Yes,Yes,No,No,No,No,No,10000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Between KSh 51- 100,More than 3 hours,,,Less than KSh 50,Between 30 minutes to 1 hour,Primary,No Female HH head,Primary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Wajir,10208086,Rural,Male,22,"""Some primary """,,"""None""",No,Yes,No,No,No,No,No,No,No,No,11000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Between KSh 201- 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Primary,,Primary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Laikipia,10231202,Urban,Female,22,"""Secondary completed """,,,Yes,No,Yes,No,No,No,No,No,No,No,16000,A group / chama,,,,,,,No,,Yes,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 101 - 200,Between 30 minutes to 1 hour,Secondary,No Female HH head,Secondary,Currently have,Never had,Never had,Currently have,KSh 15001 - 30000,Yes,No,"KSh 10,001-20,000",KSh 15001 - 30000,1
Kisumu,10142129,Urban,Female,38,"""Secondary completed """,,,Yes,No,No,No,Yes,No,No,No,No,No,10000,A group / chama,,,,,,No,No,,,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,About 10 to 30 minutes,Secondary,No Female HH head,Secondary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Kiambu,10122009,Rural,Male,31,"""Primary completed""",,,No,No,No,No,No,No,No,No,No,Yes,3000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Between KSh 51- 100,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Machakos,10216034,Rural,Male,60,"""Some primary """,,,No,No,No,No,No,No,No,No,No,Yes,2000,A bank,,,,,,No,No,,,Between KSh 201- 500,Between 30 minutes to 1 hour,,,Between KSh 101 - 200,About 10 to 30 minutes,Primary,No Female HH head,Primary,Never had,Currently have,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Machakos,10216202,Urban,Female,34,"""Secondary completed """,,,Yes,No,No,No,Yes,No,No,No,No,No,7000,A bank,,,,,,,No,,Yes,Close enough to walk  No need to spend,Under 10 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,No Female HH head,Secondary,Currently have,Never had,Currently have,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Taita-Taveta,10206002,Rural,Male,45,"""Primary completed""",,Secondary completed,No,No,No,No,Yes,No,No,No,No,No,7000,A bank,,,,,,No,No,,No,Between KSh 101- 200,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,Secondary,Primary,Never had,Used to have,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Bomet,10236030,Rural,Male,17,"""Some primary """,,Some primary,No,No,No,No,No,No,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,,,No,No,No,No,Yes,Between KSh 201- 500,More than 3 hours,,,Between KSh 101 - 200,About 1 to 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Never had,Don't Know,No,No,Don't Know,Others,0
Uasin Gishu,10227110,Rural,Male,16,"""Some primary """,,No female household head/spouse,No,No,No,Yes,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""",Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,No,No,Between KSh 101- 200,More than 3 hours,,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",Primary,No Female HH head,Primary,Never had,Never had,Never had,Never had,Don't Know,No,No,Don't Know,Others,0
Kakamega,10137089,Rural,Male,39,"""Some primary """,,,No,No,No,Yes,No,No,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""",Mobile money provider e.g Safaricom fuliza,,,,,,No,No,No,No,Between KSh 101- 200,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Never had,Don't Know,No,No,Don't Know,Others,0
Embu,10114157,Urban,Male,24,"""University completed """,,No female household head/spouse,No,Yes,Yes,No,No,No,No,No,No,No,28000,A bank,,,,,,,No,,,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Never had,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 20,001 - 50,000",KSh 15001 - 30000,1
Meru,10212098,Rural,Male,21,"""Secondary completed """,,No female household head/spouse,Yes,No,No,Yes,No,No,No,No,No,No,15000,A Sacco,,,No,,,No,,No,No,Between KSh 51- 100,About 10 to 30 minutes,,,Between KSh 51 - 100,About 10 to 30 minutes,Secondary,No Female HH head,Secondary,Never had,Currently have,Never had,Never had,KSh 7501-15000,No,No,"KSh 10,001-20,000",KSh 7501-15000,1
Elgeyo-Marakwet,10228098,Rural,Male,40,"""Some primary """,,"""None""",No,Yes,No,Yes,No,No,No,No,No,No,3000,A bank,,,,,,No,No,,,Between KSh 201- 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Primary,,Primary,Currently have,Never had,Currently have,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Tana River,10204134,Urban,Male,22,"""Some primary """,,Some primary,No,No,No,No,No,No,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""",Mobile banking provider,,,,,,No,No,,Yes,Between KSh 201- 500,Under 10 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
Samburu,10225094,Rural,Male,54,"""None """,,,No,No,No,Yes,No,No,No,No,No,Yes,1500,"""None of these(DO NOT READ OUT)""",,,,,,Yes,No,No,,More than KSh 500,More than 3 hours,,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,No Female HH head,,Never had,Never had,Never had,Never had,KSh 101 - 1500,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Marsabit,10110045,Rural,Male,40,"""None """,,"""None""",No,Yes,No,No,No,No,No,No,No,No,8000,A bank,,,,,,No,No,,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,,,,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Taita-Taveta,10106009,Rural,Female,20,"""Secondary completed """,,Primary completed,No,No,No,Yes,No,No,No,No,No,Yes,2000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,No,No,More than KSh 500,About 1 to 3 hours,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,Primary,Secondary,Never had,Never had,Never had,Never had,KSh 1501 - 3000,Yes,No,"KSh 1,001 - 3,000",< KSh 3000,0
Uasin Gishu,10227114,Urban,Male,44,"""University completed """,,"""University completed""",Yes,No,Yes,No,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""",A bank,,,,,,,,,No,Less than KSh 50,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Tertiary,Tertiary,Tertiary,Currently have,Never had,Never had,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
